lat,lon,sza,lt,fmax,event,dt,pk
38.86,-99.39,39.02,16.08,4.15717e-05,2012-05-09 21:05:00,-154,76_fhe
38.86,-99.39,39.02,16.08,4.15717e-05,2012-05-09 21:05:00,-204,76_fhw
43.27,-120.36,29.3,14.08,4.15717e-05,2012-05-09 21:05:00,-300,76_cve
43.27,-120.36,29.3,14.08,4.15717e-05,2012-05-09 21:05:00,-310,76_cvw
53.32,-60.46,67.99,18.08,4.15717e-05,2012-05-09 21:05:00,-186,76_gbr
49.39,-82.32,54.01,17.08,4.15717e-05,2012-05-09 21:05:00,-66,76_kap
52.16,-106.53,42.05,15.08,4.15717e-05,2012-05-09 21:05:00,-50,76_sas
37.93,-75.47,41.29,16.12,3.83189e-05,2012-07-02 20:07:00,-360,77_wal
38.86,-99.39,24.11,15.12,3.83189e-05,2012-07-02 20:07:00,-352,77_fhe
43.27,-120.36,20.31,13.12,3.83189e-05,2012-07-02 20:07:00,-360,77_cve
43.27,-120.36,20.31,13.12,3.83189e-05,2012-07-02 20:07:00,-346,77_cvw
53.32,-60.46,54.12,17.12,3.83189e-05,2012-07-02 20:07:00,-344,77_gbr
52.16,-106.53,31.16,14.12,3.83189e-05,2012-07-02 20:07:00,-324,77_sas
37.1,-77.95,60.8,10.5,3.56065e-05,2012-11-21 15:30:00,-50,78_bks
37.93,-75.47,45.38,12.77,3.39486e-05,2012-03-02 17:46:00,-174,79_wal
37.1,-77.95,44.24,12.77,3.39486e-05,2012-03-02 17:46:00,-208,79_bks
38.86,-99.39,48.01,11.77,3.39486e-05,2012-03-02 17:46:00,-172,79_fhe
38.86,-99.39,48.01,11.77,3.39486e-05,2012-03-02 17:46:00,-168,79_fhw
43.27,-120.36,60.19,9.77,3.39486e-05,2012-03-02 17:46:00,-62,79_cve
53.32,-60.46,63.22,13.77,3.39486e-05,2012-03-02 17:46:00,-250,79_gbr
52.16,-106.53,62.17,11.77,3.39486e-05,2012-03-02 17:46:00,-106,79_sas
53.98,-122.59,69.06,9.77,3.39486e-05,2012-03-02 17:46:00,-102,79_pgr
37.93,-75.47,19.46,13.92,3.47146e-05,2012-06-03 17:55:00,-58,80_wal
38.86,-99.39,18.6,12.92,3.47146e-05,2012-06-03 17:55:00,-46,80_fhe
38.86,-99.39,18.6,12.92,3.47146e-05,2012-06-03 17:55:00,-54,80_fhw
43.27,-120.36,33.14,10.92,3.47146e-05,2012-06-03 17:55:00,-66,80_cve
43.27,-120.36,33.14,10.92,3.47146e-05,2012-06-03 17:55:00,-74,80_cvw
52.16,-106.53,32.59,11.92,3.47146e-05,2012-06-03 17:55:00,-100,80_sas
37.93,-75.47,60.39,11.08,3.22067e-05,2012-01-19 16:05:00,-306,81_wal
37.1,-77.95,60.26,11.08,3.22067e-05,2012-01-19 16:05:00,2,81_bks
38.86,-99.39,70.42,10.08,3.22067e-05,2012-01-19 16:05:00,332,81_fhe
38.86,-99.39,70.42,10.08,3.22067e-05,2012-01-19 16:05:00,-258,81_fhw
43.27,-120.36,85.0,8.08,3.22067e-05,2012-01-19 16:05:00,-360,81_cve
