sza,lat,fmax,dt,lt
96.5,68.3,1.8999999999999998e-06,420.0,11.133333333333333
101.29,74.7,1.3000000000000001e-05,2520.0,9.516666666666667
108.14,68.3,1.3000000000000001e-05,4320.0,8.516666666666667
111.91,68.77,1.8e-06,60.0,18.966666666666665
126.69,68.77,2.1e-06,360.0,2.55
133.29,64.3,2.1e-06,360.0,1.55
87.57,68.77,2.2e-06,1680.0,13.583333333333334
128.3,68.77,3.1e-06,720.0,23.55
106.38,68.77,2.1000000000000002e-05,120.0,6.7
90.0,68.77,6.4e-06,480.0,14.883333333333333
87.25,68.3,6.4e-06,1740.0,12.883333333333333
85.65,68.3,1.2e-06,60.0,14.05
87.65,68.3,2.6e-06,1500.0,16.083333333333332
125.86,68.3,3.9e-06,180.0,3.816666666666667
93.19,68.77,1.8999999999999998e-06,1320.0,16.183333333333334
86.91,68.3,2.1e-06,60.0,15.9
128.97,64.3,2.6e-06,240.0,23.3
126.3,68.77,2.6e-06,1260.0,0.9666666666666667
91.22,68.77,3.1e-06,360.0,16.066666666666666
115.22,68.77,2.1e-06,540.0,20.8
83.86,68.77,3.1e-06,2760.0,13.433333333333334
103.21,68.77,2.4e-05,240.0,18.583333333333332
80.59,68.3,3.5e-06,240.0,15.133333333333333
68.19,56.3,3.7000000000000005e-05,60.0,10.466666666666667
102.39,56.3,1.8e-06,540.0,5.5
62.4,49.92,0.00021,60.0,11.366666666666667
59.3,54.6,1e-05,120.0,12.85
53.62,49.92,1e-05,180.0,13.85
110.78,68.3,1.6000000000000003e-05,360.0,4.95
86.42,64.3,3.7999999999999996e-06,120.0,8.233333333333333
96.97,64.3,7.9e-06,1560.0,20.55
111.04,68.3,1.6999999999999998e-06,2040.0,2.15
64.71,64.3,1.1e-06,240.0,12.283333333333333
62.99,68.3,1e-06,3300.0,14.233333333333333
58.76,68.3,7.8e-06,780.0,14.35
96.27,68.3,2e-06,480.0,0.08333333333333333
105.67,64.3,2e-06,180.0,1.0833333333333333
54.23,64.3,1.4e-06,60.0,13.183333333333334
74.8,56.3,2.2000000000000003e-05,1020.0,7.9
66.41,74.7,4e-05,60.0,10.75
67.58,68.3,2.1000000000000002e-05,60.0,11.0
54.41,64.3,2.1000000000000002e-05,240.0,12.0
43.53,49.32,1.8e-05,60.0,14.75
99.21,68.3,3.7999999999999996e-06,840.0,2.1
90.86,68.3,6.5999999999999995e-06,720.0,5.483333333333333
58.9,74.7,2.6000000000000002e-05,60.0,12.4
53.55,68.3,0.00027000000000000006,180.0,16.183333333333334
42.96,49.32,0.00027000000000000006,180.0,15.183333333333334
68.28,68.77,2.2999999999999996e-06,120.0,7.983333333333333
78.12,68.3,1.3e-06,1140.0,22.066666666666666
64.83,74.7,3.2999999999999997e-06,840.0,8.083333333333334
43.94,64.3,1.2e-06,180.0,11.866666666666667
84.55,68.3,4.2999999999999995e-06,120.0,0.4166666666666667
52.25,74.7,2.6e-06,60.0,14.45
88.45,68.3,2.7e-06,2760.0,2.816666666666667
45.95,64.3,1.6999999999999998e-06,120.0,15.533333333333333
52.43,56.3,1.4e-06,240.0,9.5
71.69,54.6,1.4e-06,1800.0,7.5
69.28,70.48,5.299999999999999e-06,2100.0,18.833333333333332
48.23,68.3,5.299999999999999e-06,2100.0,16.833333333333332
47.75,54.6,5.299999999999999e-06,180.0,16.833333333333332
66.45,54.6,1.6999999999999998e-06,600.0,8.116666666666667
51.74,69.1,3.2e-06,120.0,15.733333333333333
39.42,54.6,3.2e-06,780.0,15.733333333333333
87.87,68.3,3.8e-05,2220.0,3.7
50.76,68.3,1.1000000000000001e-05,960.0,12.316666666666666
67.05,68.3,3.2e-06,1200.0,20.7
80.15,68.3,7.499999999999999e-06,300.0,23.316666666666666
87.21,68.3,1.6e-06,480.0,1.6666666666666667
51.41,68.3,6.500000000000001e-05,1500.0,12.166666666666666
71.38,68.3,1.3e-06,540.0,21.5
55.97,74.7,5.6e-06,180.0,10.483333333333333
89.84,64.3,7.900000000000001e-05,13200.0,3.2333333333333334
75.0,68.3,1.2e-06,120.0,22.116666666666667
27.62,49.32,1.7e-05,60.0,13.666666666666666
75.16,68.3,2.7e-06,2400.0,22.133333333333333
94.89,68.3,1e-06,420.0,3.0833333333333335
75.72,68.3,1.8e-06,1260.0,8.816666666666666
59.27,74.7,1.8999999999999998e-06,1140.0,12.1
63.35,68.3,1.8999999999999998e-06,960.0,11.1
95.41,68.3,1.6e-06,840.0,3.25
89.14,74.7,5.0999999999999995e-06,480.0,4.35
98.29,68.3,6.7e-06,120.0,1.2
99.13,68.3,1.6e-06,120.0,4.316666666666666
78.49,68.3,3.6e-06,240.0,20.7
74.15,74.7,9.499999999999999e-06,180.0,8.833333333333334
86.23,68.3,9.499999999999999e-06,1080.0,7.833333333333333
98.35,64.3,1.3e-06,300.0,22.483333333333334
68.98,49.32,1.2e-06,180.0,17.616666666666667
55.03,64.3,2.1000000000000002e-05,60.0,14.066666666666666
112.54,64.3,1.3e-06,180.0,0.7333333333333333
112.54,64.3,1.3e-06,180.0,0.7333333333333333
68.88,64.3,3e-06,180.0,10.466666666666667
62.0,64.3,1.3e-06,360.0,13.9
109.23,68.3,1.3e-06,240.0,3.1
105.77,68.3,2.6e-06,2040.0,0.5166666666666667
113.6,64.3,2.6e-06,1380.0,1.5166666666666666
92.01,68.3,1.4e-06,180.0,8.233333333333333
70.91,68.3,3.2e-06,180.0,12.95
88.93,74.7,7.9e-06,240.0,18.483333333333334
84.71,74.7,1.4e-06,180.0,17.016666666666666
111.84,68.3,3.2999999999999997e-06,360.0,0.55
77.75,68.3,3.2e-06,2640.0,16.483333333333334
77.59,68.3,1.5000000000000002e-05,180.0,14.7
78.14,68.3,1.4e-06,60.0,14.133333333333333
123.26,64.3,1.4e-06,180.0,23.666666666666668
77.41,54.6,5.2e-06,180.0,10.416666666666666
82.44,68.3,2.7e-06,540.0,14.733333333333333
94.61,68.3,2.2999999999999996e-06,660.0,17.883333333333333
107.66,68.3,1.4e-06,300.0,6.95
118.09,74.7,1.4e-06,180.0,21.983333333333334
125.77,68.3,1.1e-06,2340.0,2.8
88.47,68.3,4.4e-06,840.0,11.133333333333333
98.37,64.3,3.9e-05,120.0,7.2
93.02,64.3,3.7e-06,720.0,8.183333333333334
87.71,68.3,1.1e-06,300.0,13.15
82.24,62.5,1.1e-06,300.0,13.15
105.8,68.3,5.0999999999999995e-06,960.0,19.166666666666668
92.44,62.5,1.8999999999999998e-06,420.0,9.383333333333333
88.8,62.5,1e-06,60.0,10.4
85.27,62.5,6.7e-06,480.0,12.233333333333333
140.23,62.5,3.9e-06,300.0,0.8333333333333334
130.32,62.5,1.8e-06,240.0,21.516666666666666
87.78,64.3,1.6999999999999998e-06,720.0,11.566666666666666
90.61,62.5,1.1e-06,360.0,10.166666666666666
113.55,62.5,6.3e-06,2400.0,6.183333333333334
75.18,49.32,1.4e-06,420.0,10.533333333333333
89.64,62.5,6.9e-06,1140.0,10.483333333333333
86.02,62.5,2.8e-06,840.0,12.166666666666666
86.89,62.5,1e-06,120.0,13.783333333333333
116.76,62.5,1.8e-05,4740.0,5.75
98.75,62.5,7.499999999999999e-06,240.0,8.516666666666667
130.04,68.3,2.2999999999999996e-06,240.0,23.633333333333333
98.18,62.5,1.6999999999999998e-06,120.0,8.416666666666666
132.47,62.5,1.3e-06,420.0,22.733333333333334
110.51,62.5,1.3e-06,1020.0,5.45
82.2,62.5,1.8e-06,180.0,7.533333333333333
56.43,62.5,3.2e-06,180.0,10.05
43.61,62.5,1.5e-06,120.0,13.216666666666667
68.94,74.7,1.6999999999999998e-06,120.0,6.966666666666667
96.27,62.5,1.4e-06,11220.0,2.05
42.84,62.5,2.4e-06,120.0,14.333333333333334
92.42,62.5,7.6e-05,420.0,23.266666666666666
47.6,62.5,1.9e-05,1260.0,11.716666666666667
65.82,62.5,8.5e-06,300.0,9.15
101.39,62.5,1.6e-06,780.0,1.4833333333333334
100.56,62.5,2.8e-06,240.0,2.7333333333333334
54.61,62.5,2.7e-06,3420.0,12.766666666666667
91.2,74.7,1.5e-06,480.0,6.866666666666666
74.72,74.7,1.8999999999999998e-06,480.0,12.883333333333333
75.29,74.7,2.6e-06,1260.0,14.266666666666667
103.97,62.5,3.2e-06,180.0,5.2
109.44,62.5,1e-06,120.0,4.016666666666667
